Model_name,Year_model,Manufacturer,Car_name,Type,Condition,Distance,Color,Body_type,Fuel_type,Engine_cc,Price
أوبل انسيجنيا 2016,2016,أوبل,انسيجنيا,أوتوماتيك,مستعملة,160000,Brown,Sedan,Gas,1600.0,690000
ساوايست S 07 2026,2026,ساوايست,S 07,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1400000
نيسان قشقاي 2020,2020,نيسان,قشقاي,أوتوماتيك,مستعملة,145000,Maroon,SUV,Gas,1400.0,850000
بيجو 3008 2020,2020,بيجو,3008,أوتوماتيك,مستعملة,45000,White,SUV,Gas,1600.0,1150000
مرسيدس C 280 2009,2009,مرسيدس,C 280,أوتوماتيك,مستعملة,171000,Silver,Sedan,Gas,3000.0,1100000
أودي Q3 2023,2023,أودي,Q3,أوتوماتيك,مستعملة,9000,White,SUV,Gas,1500.0,2300000
هيونداى فرنا 1.6 2015,2015,هيونداى,فرنا 1.6,مانيوال,مستعملة,125000,Champagne,Sedan,Gas,1600.0,380000
سكودا اوكتافيا A4 2009,2009,سكودا,اوكتافيا A4,أوتوماتيك,مستعملة,260000,Black,Sedan,Gas,2000.0,400000
أوبل أسترا 2015,2015,أوبل,أسترا,أوتوماتيك,مستعملة,120000,Dark Grey,Sedan,Gas,1600.0,620000
تويوتا اوربان كروزر 2025,2025,تويوتا,اوربان كروزر,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1380000
هيونداى أكسنت RB 2026,2026,هيونداى,أكسنت RB,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1500.0,840000
رينج روفر VOGUE 2021,2021,رينج روفر,VOGUE,أوتوماتيك,مستعملة,34000,Black,SUV,Gas,5000.0,8500000
دايو جوليت 2004,2004,دايو,جوليت,مانيوال,مستعملة,430,Black,Hatchback,Gas,1600.0,250000
دايو نوبيرا 2000,2000,دايو,نوبيرا,أوتوماتيك,مستعملة,240000,Silver,Sedan,Gas,1600.0,240000
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,White,SUV,Gas,1600.0,1385000
سيات ابيزا 2011,2011,سيات,ابيزا,أوتوماتيك,مستعملة,138000,Black,Hatchback,Gas,1600.0,430000
شيفروليه كروز 2014,2014,شيفروليه,كروز,أوتوماتيك,مستعملة,150000,Silver,Sedan,Gas,1600.0,480000
هيونداى فرنا 1.6 2009,2009,هيونداى,فرنا 1.6,مانيوال,مستعملة,300000,Black,Sedan,Natural Gas,1600.0,280000
شانجان CS55 2026,2026,شانجان,CS55,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1320000
دايو جوليت 2004,2004,دايو,جوليت,مانيوال,مستعملة,430000,Black,Sedan,Gas,1600.0,240000
بيجو 406 2004,2004,بيجو,406,أوتوماتيك,مستعملة,306000,Maroon,Sedan,Gas,2000.0,320000
كيا إكسيد 2024,2024,كيا,إكسيد,أوتوماتيك,مستعملة,60000,White,Hatchback,Gas,1600.0,1190000
سيات اتيكا 2020,2020,سيات,اتيكا,أوتوماتيك,مستعملة,125000,Red,SUV,Gas,1400.0,1100000
فيات تيبو 2021,2021,فيات,تيبو,أوتوماتيك,مستعملة,130000,Navy Blue,Sedan,Gas,1600.0,740000
مازيراتي جريكاليه 2024,2024,مازيراتي,جريكاليه,أوتوماتيك,جديدة,0,Silver,SUV,Gas,2000.0,5650000
شيري تيجو 7 2021,2021,شيري,تيجو 7,أوتوماتيك,مستعملة,110000,Maroon,SUV,Gas,1500.0,690000
مرسيدس E200 2023,2023,مرسيدس,E200,أوتوماتيك,مستعملة,30000,White,Sedan,Diesel,2000.0,4500000
سوبارو امبريزا 2009,2009,سوبارو,امبريزا,أوتوماتيك,مستعملة,279534,Gray,Sedan,Gas,1500.0,450000
سوزوكي فان 2023,2023,سوزوكي,فان,مانيوال,مستعملة,700,Gray,Van,Gas,1000.0,520000
أودي Q8 2024,2024,أودي,Q8,أوتوماتيك,جديدة,0,Red,Coupe,Gas,2000.0,7000000
بي ام دبليو X3 2016,2016,بي ام دبليو,X3,أوتوماتيك,مستعملة,163000,Gray,SUV,Gas,2000.0,1450000
جيتور X90 Plus 2025,2025,جيتور,X90 Plus,أوتوماتيك,مستعملة,23000,Beige,SUV,Gas,1600.0,1480000
مرسيدس GLE 450 2024,2024,مرسيدس,GLE 450,أوتوماتيك,جديدة,0,White,SUV,Gas,3000.0,5900000
بروتون جين 2 2008,2008,بروتون,جين 2,أوتوماتيك,مستعملة,298000,Black,Sedan,Gas,1600.0,280000
سامسونج Q5 1999,1999,سامسونج,Q5,أوتوماتيك,مستعملة,385000,Green,Sedan,Gas,2000.0,300000
دي إس DS 4 2023,2023,دي إس,DS 4,أوتوماتيك,مستعملة,43000,White,SUV,Gas,1600.0,1800000
مرسيدس CLA 200 2020,2020,مرسيدس,CLA 200,أوتوماتيك,مستعملة,108000,Gray,Sedan,Gas,1300.0,2180000
سكودا اوكتافيا 2022,2022,سكودا,اوكتافيا,أوتوماتيك,مستعملة,75000,Black,Sedan,Gas,1400.0,1280000
مرسيدس GLC 300 2024,2024,مرسيدس,GLC 300,أوتوماتيك,مستعملة,2000,Champagne,Coupe,Gas,2000.0,5000000
نيسان سنترا 2016,2016,نيسان,سنترا,أوتوماتيك,مستعملة,135000,Red,Sedan,Gas,1600.0,550000
رينو لوجان 2011,2011,رينو,لوجان,مانيوال,مستعملة,213000,Dark Grey,Sedan,Gas,1600.0,289000
دي إف إس كيه ايجل 580 2018,2018,دي إف إس كيه,ايجل 580,أوتوماتيك,مستعملة,46500,Maroon,SUV,Gas,1500.0,700000
رينو كارديان 2026,2026,رينو,كارديان,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1000.0,870000
فيات تيبو 2024,2024,فيات,تيبو,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1600.0,1150000
بي ام دبليو 740i 2019,2019,بي ام دبليو,740i,أوتوماتيك,مستعملة,25000,Black,Sedan,Gas,3000.0,4100000
مرسيدس GLS 580 2023,2023,مرسيدس,GLS 580,أوتوماتيك,مستعملة,17000,Gray,SUV,Gas,4000.0,7450000
مازيراتي ليفانتى 2022,2022,مازيراتي,ليفانتى,أوتوماتيك,مستعملة,35000,Black,SUV,Gas,2000.0,4500000
شيري تيجو 8 2026,2026,شيري,تيجو 8,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1220000
بروتون ساجا 2026,2026,بروتون,ساجا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1300.0,650000
سكودا اوكتافيا A8 2026,2026,سكودا,اوكتافيا A8,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,1600000
إم جي 5 2026,2026,إم جي,5,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,900000
سوزوكي بالينو 2025,2025,سوزوكي,بالينو,أوتوماتيك,جديدة,0,Black,Hatchback,Gas,1400.0,939300
فيات 500X 2026,2026,فيات,500X,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1400.0,960000
كيا سبورتاج 2025,2025,كيا,سبورتاج,أوتوماتيك,جديدة,0,White,SUV,Gas,1600.0,1730000
سوزوكي سويفت 2026,2026,سوزوكي,سويفت,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1200.0,800000
شيري تيجو 7 2026,2026,شيري,تيجو 7,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,945000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,890000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,725000
سانج يونج توريس 2024,2024,سانج يونج,توريس,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1680000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1600.0,880000
هيونداى النترا CN7 2025,2025,هيونداى,النترا CN7,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,2300000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1600.0,920000
رينو داستر 2026,2026,رينو,داستر,أوتوماتيك,جديدة,0,White,SUV,Gas,1300.0,1150000
رينو تاليانت 2026,2026,رينو,تاليانت,أوتوماتيك,جديدة,0,White,Sedan,Gas,1000.0,695000
ميتسوبيشي اكليبس كروس 2025,2025,ميتسوبيشي,اكليبس كروس,أوتوماتيك,جديدة,0,Red,SUV,Gas,1500.0,1330000
بايك U5 Plus 2026,2026,بايك,U5 Plus,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,875000
أوبل موكا 2026,2026,أوبل,موكا,أوتوماتيك,جديدة,0,White,SUV,Gas,1200.0,1360000
إم جي One 2026,2026,إم جي,One,أوتوماتيك,جديدة,0,Red,SUV,Gas,1500.0,1360000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2400000
ستروين C5 اير كروس 2020,2020,ستروين,C5 اير كروس,أوتوماتيك,مستعملة,70000,Black,SUV,Gas,1600.0,1100000
مرسيدس C200 2025,2025,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,4150000
مرسيدس C180 2025,2025,مرسيدس,C180,أوتوماتيك,مستعملة,20000,Gray,Sedan,Gas,1500.0,3145000
مرسيدس C180 2026,2026,مرسيدس,C180,أوتوماتيك,مستعملة,10,White,Sedan,Gas,1500.0,3675000
مرسيدس C180 2024,2024,مرسيدس,C180,أوتوماتيك,مستعملة,10000,Black,Sedan,Gas,1500.0,3375000
فولكس فاجن باسات 2014,2014,فولكس فاجن,باسات,أوتوماتيك,مستعملة,140000,Blue,Sedan,Gas,1400.0,930000
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,White,SUV,Gas,1600.0,1384000
شيفروليه لانوس 2014,2014,شيفروليه,لانوس,مانيوال,مستعملة,250000,Silver,Sedan,Gas,1500.0,300000
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,Black,SUV,Gas,1600.0,1384000
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,Beige,Hatchback,Gas,1500.0,1180000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,725000
جيتور داشينج 2026,2026,جيتور,داشينج,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1600.0,1415000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1400.0,1850000
سكودا سوبيرب 2026,2026,سكودا,سوبيرب,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,2000.0,2500000
فولكس فاجن تيجوان 2024,2024,فولكس فاجن,تيجوان,أوتوماتيك,مستعملة,29000,Silver,SUV,Gas,1400.0,2020000
ميتسوبيشي لانسر 2011,2011,ميتسوبيشي,لانسر,أوتوماتيك,مستعملة,210,Silver,Sedan,Gas,1600.0,590000
سامسونج Q5 1999,1999,سامسونج,Q5,أوتوماتيك,مستعملة,200000,Bronze,Sedan,Gas,2000.0,250000
بي ام دبليو 320i 2014,2014,بي ام دبليو,320i,أوتوماتيك,مستعملة,67646,Navy Blue,Sedan,Gas,2000.0,1450000
نيسان قشقاي 2017,2017,نيسان,قشقاي,أوتوماتيك,مستعملة,119000,Black,SUV,Gas,1200.0,700000
كوبرا ليون 2026,2026,كوبرا,ليون,أوتوماتيك,جديدة,0,Gray,Hatchback,Gas,1400.0,1845000
إم جي 5 2026,2026,إم جي,5,أوتوماتيك,جديدة,0,Blue,Sedan,Gas,1500.0,900000
مرسيدس C180 2022,2022,مرسيدس,C180,أوتوماتيك,مستعملة,100,Red,Sedan,Gas,1500.0,2800000
بيجو 5008 2020,2020,بيجو,5008,أوتوماتيك,مستعملة,20000,Gray,SUV,Gas,1600.0,1700000
مرسيدس CLA 200 2022,2022,مرسيدس,CLA 200,أوتوماتيك,مستعملة,40000,Black,Sedan,Gas,1300.0,2300000
مرسيدس CLS 350 2019,2019,مرسيدس,CLS 350,أوتوماتيك,مستعملة,60000,White,Sedan,Gas,2000.0,3500000
لاند روفر رانج روفر 2020,2020,لاند روفر,رانج,أوتوماتيك,مستعملة,85000,Gray,SUV,Gas,2000.0,4800000
بورش كيان 2020,2020,بورش,كيان,أوتوماتيك,مستعملة,85000,Black,SUV,Gas,2000.0,4100000
بي ام دبليو 430i كابورليه 2022,2022,بي ام دبليو,430i كابورليه,أوتوماتيك,مستعملة,15000,White,Cabriolet,Gas,2000.0,4200000
لاند روفر رانج روفر 2021,2021,لاند روفر,رانج,أوتوماتيك,مستعملة,30,Dark Grey,SUV,Hybrid,2000.0,6000000
بي ام دبليو X7 2021,2021,بي ام دبليو,X7,أوتوماتيك,مستعملة,18000,Black,SUV,Gas,4400.0,6500000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,3100000
كيا جراند سيراتو 2021,2021,كيا,جراند سيراتو,أوتوماتيك,مستعملة,265000,Red,Sedan,Gas,1600.0,956000
كوبرا تيرامار  2026,2026,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1600.0,2300000
بي ام دبليو X7 2021,2021,بي ام دبليو,X7,أوتوماتيك,مستعملة,70000,Black,SUV,Gas,4400.0,5500000
مرسيدس GLC 300 COUPE 2025,2025,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,White,Coupe,Gas,2000.0,5650000
بي ام دبليو X6 2025,2025,بي ام دبليو,X6,أوتوماتيك,مستعملة,6000,White,Coupe,Gas,3000.0,6900000
بايك BJ30 2026,2026,بايك,BJ30,أوتوماتيك,جديدة,0,Black,SUV,Hybrid,1500.0,1650000
أوبل كورسا 2022,2022,أوبل,كورسا,أوتوماتيك,مستعملة,95000,Gray,Hatchback,Gas,1200.0,720000
إم جي 7 2025,2025,إم جي,7,أوتوماتيك,جديدة,0,Green,Sedan,Gas,1500.0,1500000
إم جي 7 2026,2026,إم جي,7,أوتوماتيك,جديدة,0,Green,Sedan,Gas,1500.0,1690000
سكودا كاروك 2026,2026,سكودا,كاروك,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,1950000
إم جي RX5 2025,2025,إم جي,RX5,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1600.0,1370000
تويوتا اوربان كروزر 2025,2025,تويوتا,اوربان كروزر,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1400000
تويوتا كورولا 2026,2026,تويوتا,كورولا,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1500.0,1390000
تويوتا فورتشنر 2026,2026,تويوتا,فورتشنر,أوتوماتيك,جديدة,0,White,SUV,Gas,4000.0,3900000
هيونداى توسان 2025,2025,هيونداى,توسان,أوتوماتيك,جديدة,0,Black,SUV,Gas,1600.0,2080000
سوزوكي سويفت 2026,2026,سوزوكي,سويفت,أوتوماتيك,جديدة,0,Silver,Hatchback,Diesel,1200.0,805000
كوبرا تيرامار  2025,2025,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,1400.0,2010000
أودي A3 2026,2026,أودي,A3,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1400.0,2350000
مرسيدس C200 2025,2025,مرسيدس,C200,أوتوماتيك,مستعملة,7000,White,Sedan,Gas,1600.0,3680000
مرسيدس V300 2026,2026,مرسيدس,V300,أوتوماتيك,جديدة,0,Black,Van,Gas,2000.0,7000000
أودي Q2 2026,2026,أودي,Q2,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2200000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Bronze,Sedan,Gas,1500.0,675000
أودي A5 2025,2025,أودي,A5,أوتوماتيك,جديدة,0,White,Sedan,Gas,2000.0,3200000
هيونداى أكسنت 1998,1998,هيونداى,أكسنت,أوتوماتيك,مستعملة,100,Maroon,Sedan,Gas,1600.0,150000
كيا سيراتو 2006,2006,كيا,سيراتو,أوتوماتيك,مستعملة,150000,Silver,Sedan,Gas,1600.0,350000
شيفروليه لانوس 2003,2003,شيفروليه,لانوس,مانيوال,مستعملة,200000,Silver,Sedan,Gas,1600.0,140000
كيا بيكانتو 2012,2012,كيا,بيكانتو,مانيوال,مستعملة,107000,Gray,Hatchback,Gas,1200.0,450000
أودي A5 2025,2025,أودي,A5,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,2000.0,3700000
أودي A5 2025,2025,أودي,A5,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,4250000
هيونداى فيرنا 2016,2016,هيونداى,فيرنا,مانيوال,مستعملة,190000,Black,Sedan,Gas,1600.0,390000
بي ام دبليو X3 2011,2011,بي ام دبليو,X3,أوتوماتيك,مستعملة,198000,Black,SUV,Gas,2900.0,800000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,1650000
هيونداى النترا 2006,2006,هيونداى,النترا,أوتوماتيك,مستعملة,300000,Silver,Sedan,Gas,1600.0,430000
لاند روفر رانج روفر ايفوك 2026,2026,لاند روفر,رانج ايفوك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,4450000
مرسيدس E200 2024,2024,مرسيدس,E200,أوتوماتيك,مستعملة,4600,Black,Sedan,Gas,2000.0,4800000
جاكوار F-PACE 2023,2023,جاكوار,F-PACE,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,4200000
مرسيدس E200 2026,2026,مرسيدس,E200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,5500000
مرسيدس V300 2025,2025,مرسيدس,V300,أوتوماتيك,جديدة,0,Gray,Van,Gas,2000.0,7000000
مرسيدس C200 2026,2026,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,4100000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,690000
ميتسوبيشي اكليبس كروس 2025,2025,ميتسوبيشي,اكليبس كروس,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1645000
جي إيه سي إمباو 2026,2026,جي إيه سي,إمباو,أوتوماتيك,جديدة,0,Green,Sedan,Gas,1500.0,1200000
هيونداى فيفا 2008,2008,هيونداى,فيفا,مانيوال,مستعملة,40000,Champagne,Sedan,Gas,1500.0,320000
جي إيه سي إم كو 2024,2024,جي إيه سي,إم كو,أوتوماتيك,مستعملة,20000,White,SUV,Gas,1500.0,1250000
ميني John Cooper Works 2021,2021,ميني,John Cooper Works,أوتوماتيك,مستعملة,80000,Green,Hatchback,Gas,2000.0,1800000
نيسان جوك 2013,2013,نيسان,جوك,أوتوماتيك,مستعملة,160000,Silver,Hatchback,Gas,1600.0,560000
مرسيدس GLC 300 2026,2026,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,5750000
فولكس فاجن تايرون 2026,2026,فولكس فاجن,تايرون,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2660000
رينج روفر ايفوك 2025,2025,رينج روفر,ايفوك,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,3950000
بي ام دبليو X6 2024,2024,بي ام دبليو,X6,أوتوماتيك,مستعملة,20000,Blue,SUV,Gas,4400.0,7250000
جيتور داشينج 2026,2026,جيتور,داشينج,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1500.0,1465000
إم جي 7 2026,2026,إم جي,7,أوتوماتيك,جديدة,0,Green,Sedan,Gas,1500.0,1550000
